,Income_log,Customer Lifetime Value_log,Monthly Premium Auto_log
0,0.5174528451012189,-1.2625561016507578,-0.8059485201597161
1,0.0,0.1564995669058681,0.1979431896106101
2,0.2135125119903358,1.0958256509848299,0.6487259846512903
3,0.0,0.2961603109931645,0.5880352058479438
4,-0.01277503264379938,-1.2349972080234146,-0.6229783045657968
5,0.7538170943644916,0.4138103399421429,-0.8059485201597161
6,0.4823078054849605,-0.24192862673198998,-0.9014513501278933
7,0.0,0.20755351378122425,0.4311514471389438
8,-2.4248491966036734,2.056334346572146,-0.7131747192489046
9,-0.9036379020215193,0.2436495361946601,0.16321706040960632
10,0.0,-0.4364978144797314,-0.9014513501278933
11,0.0,0.4028068344097381,0.7083031081084897
12,1.1838228659315781,0.5112837308523739,0.7083031081084897
13,1.734639253833101,0.5147998640514458,0.7083031081084897
14,1.3599402135161174,-0.24092328333302493,-0.7592302734300848
15,-1.239223739375208,0.2591117025681187,-1.0501885978540724
16,-1.2007413192931509,-1.3756216097713438,-0.9014513501278933
17,-0.9004721207562857,-0.7172743661716221,0.4311514471389438
18,0.3147055558338729,-0.15091391309091554,-0.6677633198421521
19,0.8603727880530488,0.39633179886659237,0.4311514471389438
20,0.5723770161548583,-1.2035539073997072,-0.5788026281539241
21,-2.4679757150594583,-1.1156052871480335,-0.36651382315802955
22,-2.4248491966036734,2.056334346572146,-0.7131747192489046
23,0.0,-1.4468754544880462,-0.6229783045657968
24,-1.9176344104851746,-1.4836217566624266,-1.2060679135141115
25,1.685079906188112,-0.12650418872497327,-0.6677633198421521
26,0.0,-0.7168355405009297,0.7376866763395182
27,-3.0442081893343076,-0.25163226152554236,1.4680479605285108
28,1.4321314300234929,1.0976226134292681,0.7376866763395182
29,1.1466802297188676,-1.0211110681242541,-0.3256722515708961
30,-1.3673678122227264,-1.4441320378989837,-1.1013213417013408
31,0.855842477342836,1.6884184410314151,3.200528812310372
32,0.0,-0.44416747575828563,-0.9998486417362575
33,0.44945539355810843,-0.3486055335150899,-1.1013213417013408
34,-0.3578049180567065,-0.37506889299951945,-1.1532722440838328
35,0.9498369985736987,-0.1418487871332634,-0.7131747192489046
36,-0.08824093066700638,1.2107643928061225,0.9086136209674459
37,0.8463973938467506,0.24215586856689517,0.09263032109633532
38,0.0,-1.0915037952251558,0.05675302644102588
39,0.39992113732378193,-1.4028541490470845,-0.9502772646562037
40,0.0,-1.3256111866037166,-0.7592302734300848
41,0.2695293473680691,-1.2583906576106476,-0.7131747192489046
42,0.654292738616473,-0.7196969964690065,0.3662120398372354
43,-0.04163857995312804,1.0158620034664678,0.49481745031418434
44,1.580086377888044,-1.450960335260816,-1.2060679135141115
45,-3.1278296037613003,1.0876831916097656,2.159696296692916
46,0.0,-0.5265128860368962,-0.6229783045657968
47,-1.3618749597775952,-0.20440688994426112,-0.7131747192489046
48,0.0,-0.9705812525370898,0.12811550632180596
49,0.0,-1.5474450800860169,-1.1532722440838328
50,-1.2216063010898566,2.6990629706165192,0.526188342955524
51,-0.6033532555991665,2.5577980097488187,0.5880352058479438
52,-0.43000700235647554,0.3623341700828024,-0.8059485201597161
53,-0.8296439547118166,-0.3995352172457262,-1.0501885978540724
54,-2.061252089948238,-0.5875300363402773,0.795667898005013
55,0.11807155013302126,0.1965393082539318,0.09263032109633532
56,0.8152516486230159,0.2908733928798332,-1.0501885978540724
57,0.0,-0.712328051999603,0.4311514471389438
58,-2.0274580139132854,-0.5159296149933587,1.0972810868911267
59,-2.83109683868426,-0.6735204010630768,0.6487259846512903
60,-1.9473010260361536,-0.5300808692392546,-0.9998486417362575
61,-2.8553472124166466,0.38648947020707947,0.557259031063356
62,0.0,-0.9724652106873926,0.1979431896106101
63,0.8726937698148189,2.0647867324027414,0.3988440947122803
64,0.0,0.07409921923872706,-1.1013213417013408
65,-0.5733141350188466,-1.1725949263267903,-0.6229783045657968
66,-1.4241279051247,0.4890850227042788,0.7668067112616934
67,0.705484149518947,0.939718936719813,0.2999472474248227
68,0.0,0.12694461667668855,0.23230183964990667
69,-0.8264444450017621,0.9514009290029026,0.4631404953518499
70,1.584129922544441,1.9591273332581145,0.795667898005013
71,0.8295306110576987,-1.3474747069863757,-0.9998486417362575
72,-1.0541417928987802,-1.4458995134036918,-1.0501885978540724
73,0.0,0.112359972428633,0.526188342955524
74,1.1453897206492263,-0.36211846687016414,-0.9998486417362575
75,-0.2617885335326599,0.4747849269861945,-0.6229783045657968
76,1.0350029850387232,-0.18294337635840285,-0.7131747192489046
77,-1.5789618819732076,0.3673221803245537,-0.9014513501278933
78,-0.26511277964880653,0.8969382359608358,0.3662120398372354
79,0.6997798698410264,3.404137773093036,2.4137703913845674
80,0.0,0.3703323727361072,-0.4497712600338769
81,0.31129956645927026,-0.13229213621719985,-0.5788026281539241
82,-0.5286980901866974,-0.6514305403912871,0.4631404953518499
83,-0.05009871786606402,-1.401981514605131,-1.1013213417013408
84,-1.1861306530354643,0.0601977045880322,0.05675302644102588
85,-0.3861954142874647,0.30764303247624447,-0.9502772646562037
86,-1.3735183414563656,-0.0939432820529581,0.2663007066393683
87,0.19172337661008035,-1.3075779185355716,-0.8059485201597161
88,-0.6336289166966337,-1.3009076515023612,-0.9014513501278933
89,-1.6369669803927267,-0.0631660733294347,-0.49221450663326966
90,-1.5237820853999142,1.1291637337181326,0.9636464999741817
